t,value
1622169869,1.0
1622169943,1.0
1622170003,1.0
1622170063,1.0
1622170219,1.0
1622170322,1.0
1622170464,1.0
1622170524,1.0
1622170584,1.0
1622170644,1.0
1622170704,1.0
1622170863,1.0
