t,value
1622168420,0
1622168944,0
1622169869,0
1622169943,0
1622170003,0
1622170063,0
1622170219,0
1622170322,0
1622170464,0
1622170524,0
1622170584,0
1622170644,0
1622170704,0
1622170863,0
