t,value
1622168420,6591432
1622168944,6545464
1622169869,6227976
1622169943,6245032
1622170003,8360472
1622170063,8360472
1622170219,6268352
1622170322,6160528
1622170464,6190400
1622170524,6190400
1622170584,8386568
1622170644,8386568
1622170704,8386568
1622170863,6272608
