t,value
1622168420,6815744
1622168944,6815744
1622169869,6291456
1622169943,6291456
1622170003,8388608
1622170063,8388608
1622170219,6291456
1622170322,6291456
1622170464,6291456
1622170524,6291456
1622170584,8388608
1622170644,8388608
1622170704,8388608
1622170863,6291456
