t,value
1622168420,88080384
1622168944,88080384
1622169869,88080384
1622169943,88080384
1622170003,88080384
1622170063,88080384
1622170219,88080384
1622170322,88080384
1622170464,88080384
1622170524,88080384
1622170584,88080384
1622170644,88080384
1622170704,88080384
1622170863,88080384
