t,value
1622168420,33161216
1622168944,33161216
1622169869,33210368
1622169943,35258368
1622170003,35258368
1622170063,35258368
1622170219,33423360
1622170322,34996224
1622170464,35258368
1622170524,35258368
1622170584,35258368
1622170644,35520512
1622170704,35520512
1622170863,33423360
