t,value
1622168420,-4.5485744E7
1622168944,-4.5734072E7
1622169869,-4.5767184E7
1622169943,-4.80532E7
1622170003,-4.8495368E7
1622170063,-4.880908E7
1622170219,-4.5869808E7
1622170322,-4.7964208E7
1622170464,-4.8315288E7
1622170524,-4.87762E7
1622170584,-4.900496E7
1622170644,-4.9144416E7
1622170704,-4.9327336E7
1622170863,-4.6186832E7
