t,value
1622168420,68142344
1622168944,70927312
1622169869,70310416
1622169943,96146728
1622170003,721656
1622170063,9455200
1622170219,73693088
1622170322,90884520
1622170464,95934984
1622170524,98923456
1622170584,740008
1622170644,3088640
1622170704,6015552
1622170863,77313208
