t,value
1622168420,8
1622168944,8
1622169869,8
1622169943,8
1622170003,8
1622170063,10
1622170219,8
1622170322,8
1622170464,8
1622170524,8
1622170584,8
1622170644,8
1622170704,8
1622170863,8
