t,value
1622168420,213123072
1622168944,211156992
1622169869,212959232
1622169943,215351296
1622170003,251330560
1622170063,251527168
1622170219,214630400
1622170322,212598784
1622170464,216203264
1622170524,216465408
1622170584,251330560
1622170644,251658240
1622170704,251854848
1622170863,214368256
