t,value
1622168420,6
1622168944,6
1622169869,6
1622169943,6
1622170003,6
1622170063,7
1622170219,6
1622170322,6
1622170464,6
1622170524,6
1622170584,7
1622170644,7
1622170704,7
1622170863,6
