t,value
1622168420,18
1622168944,18
1622169869,23
1622169943,26
1622170003,26
1622170063,28
1622170219,23
1622170322,24
1622170464,24
1622170524,24
1622170584,24
1622170644,24
1622170704,24
1622170863,23
