t,value
1622168420,127437984
1622168944,130377400
1622169869,130644328
1622169943,158812336
1622170003,66891696
1622170063,75909512
1622170219,134201336
1622170322,153343760
1622170464,158782328
1622170524,161153664
1622170584,68160776
1622170644,70619360
1622170704,73009072
1622170863,138165216
