t,value
1622168420,81181320
1622168944,83930216
1622169869,83768632
1622169943,109656432
1622170003,112075848
1622170063,26377864
1622170219,87221536
1622170322,104312656
1622170464,109369288
1622170524,111361616
1622170584,18391008
1622170644,20739640
1622170704,22934848
1622170863,90844608
