t,value
1622168420,16
1622168944,16
1622169869,16
1622169943,49226
1622170003,49226
1622170063,65668
1622170219,16
1622170322,8266
1622170464,8266
1622170524,8266
1622170584,8266
1622170644,8266
1622170704,8266
1622170863,16
